"spp","mean.obs","sd.obs","rarity","mean.pred","sd.pred","cor"
"sp075",8.5,22.3525822005978,"abundant",8.43663667219344,22.2963322958746,"#F5DB3A"
"sp076",0.3,1.14921262400498,"rare",0.290929197840168,1.11269127975224,"#0404A0"
"sp077",5.96666666666667,17.9337542146056,"abundant",5.94512301275583,17.8695950132171,"#F5DB3A"
"sp078",2.73333333333333,10.4845809063409,"rare",2.72184480191177,10.4389650484274,"#0404A0"
"sp079",7.03333333333333,13.2052323311459,"abundant",6.95798570394272,13.1359714908085,"#F5DB3A"
"sp080",20.1,64.1573228007958,"abundant",20.0817942466851,64.0866520710271,"#F5DB3A"
"sp081",0.233333333333333,1.27801930084539,"rare",0.228837810147818,1.25024144984186,"#0404A0"
"sp082",31.7,69.031302245106,"abundant",31.6056437539852,68.9676694335981,"#F5DB3A"
"sp083",0.266666666666667,1.46059348668044,"rare",0.262097631702425,1.43241299508241,"#0404A0"
"sp084",15.9333333333333,36.7760541782223,"abundant",15.8842899644687,36.7017137197127,"#F5DB3A"
"sp085",38.6,63.0711694341646,"abundant",38.4981625617132,62.9916080756404,"#F5DB3A"
"sp086",0.3,0.749712588607955,"rare",0.279309227408121,0.704628511870696,"#0404A0"
"sp087",3.43333333333333,10.2643787568643,"rare",3.40724664082007,10.2128294630959,"#0404A0"
"sp088",5.56666666666667,29.5596221959587,"abundant",5.55984303251811,29.5171447780858,"#F5DB3A"
"sp089",0.0333333333333333,0.182574185835055,"rare",0.0299457631719282,0.160864843471137,"#0404A0"
"sp090",0.5,1.61352046031715,"rare",0.482267274900431,1.57295906653949,"#0404A0"
"sp091",0.0333333333333333,0.182574185835055,"rare",0.0299457631719282,0.160864843471137,"#0404A0"
"sp092",0.733333333333333,4.01663208837122,"rare",0.728211263985673,3.98542250270444,"#0404A0"
"sp093",0.933333333333333,5.11207720338155,"rare",0.928080095006013,5.08014917562472,"#0404A0"
"sp094",0.4,2.19089023002066,"rare",0.395208605958555,2.16149182759812,"#0404A0"
"sp095",0.6,1.49942517721591,"rare",0.577480090873112,1.4499960719019,"#0404A0"
"sp096",4.36666666666667,13.5200574711422,"abundant",4.34311041226159,13.4543596518716,"#F5DB3A"
"sp097",0.633333333333333,2.20474931460016,"rare",0.619200476229373,2.16372506437037,"#0404A0"
"sp098",15.5666666666667,41.4717879455697,"abundant",15.5456592742138,41.4264015513558,"#F5DB3A"
"sp099",2.16666666666667,9.2067566393433,"rare",2.14773083962029,9.16833852354165,"#0404A0"
"sp101",0.2,1.09544511501033,"rare",0.195589553057843,1.06813324578275,"#0404A0"
"sp102",1.43333333333333,5.37993291416534,"rare",1.41861158351509,5.33757059095348,"#0404A0"
"sp103",1.83333333333333,8.35457063975837,"rare",1.82255493097873,8.31673649929944,"#0404A0"
"sp104",1.53333333333333,4.60684148910586,"rare",1.50928817246807,4.55950884157112,"#0404A0"
"sp105",5.63333333333333,10.9654106117855,"abundant",5.58222064313764,10.9053396162457,"#F5DB3A"
"sp106",0.366666666666667,1.24522074855974,"rare",0.353286370105771,1.20600458951975,"#0404A0"
"sp107",0.0666666666666667,0.365148371670111,"rare",0.06287287470774,0.341214060887663,"#0404A0"
"sp108",2.23333333333333,5.5812699910185,"rare",2.20260107979978,5.526890418443,"#0404A0"
"sp109",11.1666666666667,31.7643080259561,"abundant",11.0980174380851,31.6968430135031,"#F5DB3A"
"sp110",22,65.0596543234719,"abundant",21.9616100309069,65.0111506516041,"#F5DB3A"
"sp111",6.13333333333333,13.9178212061528,"abundant",6.0953258221724,13.8476511027683,"#F5DB3A"
"sp112",0.766666666666667,4.19920627420627,"rare",0.761520406029097,4.16786418738771,"#0404A0"
"sp113",2.96666666666667,9.31621994281954,"rare",2.94074017814053,9.26778333979869,"#0404A0"
"sp114",0.0666666666666667,0.365148371670111,"rare",0.06287287470774,0.341214060887663,"#0404A0"
"sp115",15.2333333333333,79.3206862323304,"abundant",15.2051931315802,79.2679111455236,"#F5DB3A"
"sp116",2.16666666666667,3.50451269014713,"rare",2.10254660786221,3.44997345470987,"#0404A0"
"sp117",6.36666666666667,18.6130901904219,"abundant",6.33666348306783,18.5455486449892,"#F5DB3A"
"sp118",0.1,0.547722557505166,"rare",0.0959759330315916,0.52252697855149,"#0404A0"
"sp119",0.3,0.749712588607955,"rare",0.279309227408121,0.704628511870696,"#0404A0"
"sp120",52.2333333333333,75.5342732591081,"abundant",52.1591154467072,75.4582335571475,"#F5DB3A"
"sp121",8.13333333333333,16.0080439549736,"abundant",8.00648675426065,15.9652609726562,"#F5DB3A"
"sp122",0.433333333333333,1.69549775690744,"rare",0.423878819223253,1.65815111625124,"#0404A0"
"sp123",0.433333333333333,1.54659433045272,"rare",0.416237105040768,1.5099060039523,"#0404A0"
"sp124",1,2.31933403045521,"rare",0.952920035835344,2.27718375957208,"#0404A0"
"sp125",2.96666666666667,16.2491025393199,"rare",2.96078620376192,16.2137390610663,"#0404A0"
"sp126",0.633333333333333,2.35596577068592,"rare",0.619286672841421,2.31729605346177,"#0404A0"
"sp127",0.266666666666667,1.2847469449832,"rare",0.258207577974044,1.25503420000114,"#0404A0"
"sp128",0.133333333333333,0.730296743340221,"rare",0.12914801031934,0.704217928649536,"#0404A0"
"sp129",0.0333333333333333,0.182574185835055,"rare",0.0299457631719282,0.160864843471136,"#0404A0"
"sp130",0.466666666666667,2.20865590790875,"rare",0.457505485320592,2.176605090814,"#0404A0"
"sp131",1.7,5.70631833720458,"rare",1.67629646140901,5.66261003299706,"#0404A0"
"sp132",0.333333333333333,1.82574185835055,"rare",0.328641782065219,1.79689031731958,"#0404A0"
"sp133",0.333333333333333,1.82574185835055,"rare",0.328641782065219,1.79689031731958,"#0404A0"
"sp134",1.26666666666667,5.9069411731444,"rare",1.25635442948237,5.87107986719784,"#0404A0"
"sp135",10.2,40.2461392451243,"abundant",10.1538746779258,40.1918037640226,"#F5DB3A"
"sp136",0.1,0.547722557505166,"rare",0.0959759330315916,0.52252697855149,"#0404A0"
"sp137",0.4,1.22051430651746,"rare",0.382480191143958,1.17927750617608,"#0404A0"
"sp138",3.2,13.0632413995175,"rare",3.18841477136923,13.0194957776099,"#0404A0"
"sp143",2.53333333333333,9.52576662978143,"rare",2.51710296378289,9.48165301648043,"#0404A0"
"sp144",0.433333333333333,2.37346441585572,"rare",0.428498170291068,2.34382628074249,"#0404A0"
"sp145",6.8,14.772761514308,"abundant",6.76462094109893,14.7123092294771,"#F5DB3A"
"sp146",0.466666666666667,1.69651434404199,"rare",0.453248587049479,1.65819800098936,"#0404A0"
"sp147",4.3,10.1544962013607,"abundant",4.25302577116782,10.0952359514909,"#F5DB3A"
"sp148",0.0333333333333333,0.182574185835055,"rare",0.0299457631719282,0.160864843471137,"#0404A0"
"sp150",0.3,1.20773369980935,"rare",0.290989490743733,1.17279642635613,"#0404A0"
"sp151",13.9666666666667,53.3979744762001,"abundant",13.952292493807,53.3266354752259,"#F5DB3A"
"sp152",0.0333333333333333,0.182574185835055,"rare",0.0299457631719282,0.160864843471137,"#0404A0"
"sp153",24.9333333333333,66.8482240412658,"abundant",24.8668757932486,66.7796410897577,"#F5DB3A"
"sp154",7.1,27.4444266058546,"abundant",7.08141656516428,27.380111638076,"#F5DB3A"
"sp155",7.03333333333333,33.4741107716698,"abundant",7.01907011580054,33.425457764538,"#F5DB3A"
"sp156",0.433333333333333,1.77498583449099,"rare",0.423938264070029,1.73912168428062,"#0404A0"
"sp157",0.133333333333333,0.730296743340221,"rare",0.12914801031934,0.704217928649535,"#0404A0"
"sp158",3.46666666666667,10.8651081316591,"rare",3.44460019395858,10.8142058316427,"#0404A0"
"sp159",4.1,9.33421588602367,"rare",4.05839675209972,9.27609199265687,"#0404A0"
"sp160",25.7333333333333,55.4858996274843,"abundant",25.6335951553438,55.4208960767004,"#F5DB3A"
"sp161",2.5,5.88246957288026,"rare",2.45258650190963,5.83292543139712,"#0404A0"
"sp162",7.7,17.0741789321448,"abundant",7.6188524202276,17.0155616083009,"#F5DB3A"
"sp163",1.73333333333333,6.09088257764937,"rare",1.7044196793007,6.05123288457717,"#0404A0"
"sp164",0.0333333333333333,0.182574185835055,"rare",0.0299457631719282,0.160864843471136,"#0404A0"
"sp165",0.466666666666667,1.16658456197135,"rare",0.441266361716988,1.12097000495736,"#0404A0"
"sp166",0.833333333333333,2.64031520236052,"rare",0.814311603374989,2.59674866573549,"#0404A0"
