"spp","area_code","abundance","region","altitude","life_form","indumentum","thickness","grad","site","ab.rare"
"sp012","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,"27","abundant"
"sp012","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,"28","abundant"
"sp012","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,"29","abundant"
"sp012","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,"30","abundant"
"sp025","GR00",0,"GR",0,"hemi","ausente","coriacea",0.001,"1","abundant"
"sp025","MR00",0,"MR",0,"hemi","ausente","coriacea",0.001,"2","abundant"
"sp025","PR00",0,"PR",0,"hemi","ausente","coriacea",0.001,"3","abundant"
"sp025","GR010",42,"GR",10,"hemi","ausente","coriacea",0.0081428571,"4","abundant"
"sp025","MR010",0,"MR",10,"hemi","ausente","coriacea",0.0081428571,"5","abundant"
"sp025","PR010",0,"PR",10,"hemi","ausente","coriacea",0.0081428571,"6","abundant"
"sp025","GR50",0,"GR",50,"hemi","ausente","coriacea",0.0367142857,"7","abundant"
"sp025","MR50",3,"MR",50,"hemi","ausente","coriacea",0.0367142857,"8","abundant"
"sp025","PR50",0,"PR",50,"hemi","ausente","coriacea",0.0367142857,"9","abundant"
"sp025","GR200",8,"GR",200,"hemi","ausente","coriacea",0.1438571429,"10","abundant"
"sp025","MR200",0,"MR",200,"hemi","ausente","coriacea",0.1438571429,"11","abundant"
"sp025","PR200",0,"PR",200,"hemi","ausente","coriacea",0.1438571429,"12","abundant"
"sp025","GR400",18,"GR",400,"hemi","ausente","coriacea",0.2867142857,"13","abundant"
"sp025","MR400",0,"MR",400,"hemi","ausente","coriacea",0.2867142857,"14","abundant"
"sp025","PR400",1,"PR",400,"hemi","ausente","coriacea",0.2867142857,"15","abundant"
"sp025","GR600",1,"GR",600,"hemi","ausente","coriacea",0.4295714286,"16","abundant"
"sp025","MR600",0,"MR",600,"hemi","ausente","coriacea",0.4295714286,"17","abundant"
"sp025","PR600",12,"PR",600,"hemi","ausente","coriacea",0.4295714286,"18","abundant"
"sp025","GR800",57,"GR",800,"hemi","ausente","coriacea",0.5724285714,"19","abundant"
"sp025","MR800",33,"MR",800,"hemi","ausente","coriacea",0.5724285714,"20","abundant"
"sp025","PR800",0,"PR",800,"hemi","ausente","coriacea",0.5724285714,"21","abundant"
"sp025","GR1000",0,"GR",1000,"hemi","ausente","coriacea",0.7152857143,"22","abundant"
"sp025","MR1000",10,"MR",1000,"hemi","ausente","coriacea",0.7152857143,"23","abundant"
"sp025","PR1000",2,"PR",1000,"hemi","ausente","coriacea",0.7152857143,"24","abundant"
"sp025","GR1200",0,"GR",1200,"hemi","ausente","coriacea",0.8581428571,"25","abundant"
"sp025","MR1200",0,"MR",1200,"hemi","ausente","coriacea",0.8581428571,"26","abundant"
"sp025","PR1200",0,"PR",1200,"hemi","ausente","coriacea",0.8581428571,"27","abundant"
"sp025","GR1400",0,"GR",1400,"hemi","ausente","coriacea",1.001,"28","abundant"
"sp025","MR1400",0,"MR",1400,"hemi","ausente","coriacea",1.001,"29","abundant"
"sp025","PR1400",2,"PR",1400,"hemi","ausente","coriacea",1.001,"30","abundant"
"sp030","GR00",101,"GR",0,"ter","ausente","coriacea",0.001,"1","abundant"
"sp030","MR00",277,"MR",0,"ter","ausente","coriacea",0.001,"2","abundant"
"sp030","PR00",399,"PR",0,"ter","ausente","coriacea",0.001,"3","abundant"
"sp030","GR010",0,"GR",10,"ter","ausente","coriacea",0.0081428571,"4","abundant"
"sp030","MR010",0,"MR",10,"ter","ausente","coriacea",0.0081428571,"5","abundant"
"sp030","PR010",51,"PR",10,"ter","ausente","coriacea",0.0081428571,"6","abundant"
"sp030","GR50",0,"GR",50,"ter","ausente","coriacea",0.0367142857,"7","abundant"
"sp030","MR50",0,"MR",50,"ter","ausente","coriacea",0.0367142857,"8","abundant"
"sp030","PR50",0,"PR",50,"ter","ausente","coriacea",0.0367142857,"9","abundant"
"sp030","GR200",0,"GR",200,"ter","ausente","coriacea",0.1438571429,"10","abundant"
"sp030","MR200",0,"MR",200,"ter","ausente","coriacea",0.1438571429,"11","abundant"
"sp030","PR200",0,"PR",200,"ter","ausente","coriacea",0.1438571429,"12","abundant"
"sp030","GR400",0,"GR",400,"ter","ausente","coriacea",0.2867142857,"13","abundant"
"sp030","MR400",0,"MR",400,"ter","ausente","coriacea",0.2867142857,"14","abundant"
"sp030","PR400",0,"PR",400,"ter","ausente","coriacea",0.2867142857,"15","abundant"
"sp030","GR600",0,"GR",600,"ter","ausente","coriacea",0.4295714286,"16","abundant"
"sp030","MR600",0,"MR",600,"ter","ausente","coriacea",0.4295714286,"17","abundant"
"sp030","PR600",0,"PR",600,"ter","ausente","coriacea",0.4295714286,"18","abundant"
"sp030","GR800",0,"GR",800,"ter","ausente","coriacea",0.5724285714,"19","abundant"
"sp030","MR800",0,"MR",800,"ter","ausente","coriacea",0.5724285714,"20","abundant"
"sp030","PR800",0,"PR",800,"ter","ausente","coriacea",0.5724285714,"21","abundant"
"sp030","GR1000",0,"GR",1000,"ter","ausente","coriacea",0.7152857143,"22","abundant"
"sp030","MR1000",0,"MR",1000,"ter","ausente","coriacea",0.7152857143,"23","abundant"
"sp030","PR1000",0,"PR",1000,"ter","ausente","coriacea",0.7152857143,"24","abundant"
"sp030","GR1200",0,"GR",1200,"ter","ausente","coriacea",0.8581428571,"25","abundant"
"sp030","MR1200",0,"MR",1200,"ter","ausente","coriacea",0.8581428571,"26","abundant"
"sp030","PR1200",0,"PR",1200,"ter","ausente","coriacea",0.8581428571,"27","abundant"
"sp030","GR1400",0,"GR",1400,"ter","ausente","coriacea",1.001,"28","abundant"
"sp030","MR1400",0,"MR",1400,"ter","ausente","coriacea",1.001,"29","abundant"
"sp030","PR1400",0,"PR",1400,"ter","ausente","coriacea",1.001,"30","abundant"
"sp031","GR00",0,"GR",0,"hemi","ausente","coriacea",0.001,"1","abundant"
"sp031","MR00",0,"MR",0,"hemi","ausente","coriacea",0.001,"2","abundant"
"sp031","PR00",0,"PR",0,"hemi","ausente","coriacea",0.001,"3","abundant"
"sp031","GR010",98,"GR",10,"hemi","ausente","coriacea",0.0081428571,"4","abundant"
"sp031","MR010",80,"MR",10,"hemi","ausente","coriacea",0.0081428571,"5","abundant"
"sp031","PR010",0,"PR",10,"hemi","ausente","coriacea",0.0081428571,"6","abundant"
"sp031","GR50",11,"GR",50,"hemi","ausente","coriacea",0.0367142857,"7","abundant"
"sp031","MR50",0,"MR",50,"hemi","ausente","coriacea",0.0367142857,"8","abundant"
"sp031","PR50",34,"PR",50,"hemi","ausente","coriacea",0.0367142857,"9","abundant"
"sp031","GR200",0,"GR",200,"hemi","ausente","coriacea",0.1438571429,"10","abundant"
"sp031","MR200",2,"MR",200,"hemi","ausente","coriacea",0.1438571429,"11","abundant"
"sp031","PR200",0,"PR",200,"hemi","ausente","coriacea",0.1438571429,"12","abundant"
"sp031","GR400",0,"GR",400,"hemi","ausente","coriacea",0.2867142857,"13","abundant"
"sp031","MR400",0,"MR",400,"hemi","ausente","coriacea",0.2867142857,"14","abundant"
"sp031","PR400",0,"PR",400,"hemi","ausente","coriacea",0.2867142857,"15","abundant"
"sp031","GR600",0,"GR",600,"hemi","ausente","coriacea",0.4295714286,"16","abundant"
"sp031","MR600",0,"MR",600,"hemi","ausente","coriacea",0.4295714286,"17","abundant"
"sp031","PR600",0,"PR",600,"hemi","ausente","coriacea",0.4295714286,"18","abundant"
"sp031","GR800",0,"GR",800,"hemi","ausente","coriacea",0.5724285714,"19","abundant"
"sp031","MR800",0,"MR",800,"hemi","ausente","coriacea",0.5724285714,"20","abundant"
"sp031","PR800",0,"PR",800,"hemi","ausente","coriacea",0.5724285714,"21","abundant"
"sp031","GR1000",0,"GR",1000,"hemi","ausente","coriacea",0.7152857143,"22","abundant"
"sp031","MR1000",1,"MR",1000,"hemi","ausente","coriacea",0.7152857143,"23","abundant"
"sp031","PR1000",8,"PR",1000,"hemi","ausente","coriacea",0.7152857143,"24","abundant"
"sp031","GR1200",0,"GR",1200,"hemi","ausente","coriacea",0.8581428571,"25","abundant"
"sp031","MR1200",3,"MR",1200,"hemi","ausente","coriacea",0.8581428571,"26","abundant"
"sp031","PR1200",0,"PR",1200,"hemi","ausente","coriacea",0.8581428571,"27","abundant"
"sp031","GR1400",0,"GR",1400,"hemi","ausente","coriacea",1.001,"28","abundant"
"sp031","MR1400",5,"MR",1400,"hemi","ausente","coriacea",1.001,"29","abundant"
"sp031","PR1400",0,"PR",1400,"hemi","ausente","coriacea",1.001,"30","abundant"
"sp032","GR00",0,"GR",0,"hemi","ausente","membranacea",0.001,"1","abundant"
"sp032","MR00",0,"MR",0,"hemi","ausente","membranacea",0.001,"2","abundant"
"sp032","PR00",0,"PR",0,"hemi","ausente","membranacea",0.001,"3","abundant"
"sp032","GR010",0,"GR",10,"hemi","ausente","membranacea",0.0081428571,"4","abundant"
"sp032","MR010",0,"MR",10,"hemi","ausente","membranacea",0.0081428571,"5","abundant"
"sp032","PR010",0,"PR",10,"hemi","ausente","membranacea",0.0081428571,"6","abundant"
"sp032","GR50",3,"GR",50,"hemi","ausente","membranacea",0.0367142857,"7","abundant"
"sp032","MR50",35,"MR",50,"hemi","ausente","membranacea",0.0367142857,"8","abundant"
"sp032","PR50",0,"PR",50,"hemi","ausente","membranacea",0.0367142857,"9","abundant"
"sp032","GR200",13,"GR",200,"hemi","ausente","membranacea",0.1438571429,"10","abundant"
"sp032","MR200",59,"MR",200,"hemi","ausente","membranacea",0.1438571429,"11","abundant"
"sp032","PR200",9,"PR",200,"hemi","ausente","membranacea",0.1438571429,"12","abundant"
"sp032","GR400",49,"GR",400,"hemi","ausente","membranacea",0.2867142857,"13","abundant"
"sp032","MR400",9,"MR",400,"hemi","ausente","membranacea",0.2867142857,"14","abundant"
"sp032","PR400",2,"PR",400,"hemi","ausente","membranacea",0.2867142857,"15","abundant"
"sp032","GR600",169,"GR",600,"hemi","ausente","membranacea",0.4295714286,"16","abundant"
"sp032","MR600",12,"MR",600,"hemi","ausente","membranacea",0.4295714286,"17","abundant"
"sp032","PR600",9,"PR",600,"hemi","ausente","membranacea",0.4295714286,"18","abundant"
"sp032","GR800",275,"GR",800,"hemi","ausente","membranacea",0.5724285714,"19","abundant"
"sp032","MR800",36,"MR",800,"hemi","ausente","membranacea",0.5724285714,"20","abundant"
"sp032","PR800",0,"PR",800,"hemi","ausente","membranacea",0.5724285714,"21","abundant"
"sp032","GR1000",0,"GR",1000,"hemi","ausente","membranacea",0.7152857143,"22","abundant"
"sp032","MR1000",151,"MR",1000,"hemi","ausente","membranacea",0.7152857143,"23","abundant"
"sp032","PR1000",0,"PR",1000,"hemi","ausente","membranacea",0.7152857143,"24","abundant"
"sp032","GR1200",0,"GR",1200,"hemi","ausente","membranacea",0.8581428571,"25","abundant"
"sp032","MR1200",0,"MR",1200,"hemi","ausente","membranacea",0.8581428571,"26","abundant"
"sp032","PR1200",0,"PR",1200,"hemi","ausente","membranacea",0.8581428571,"27","abundant"
"sp032","GR1400",0,"GR",1400,"hemi","ausente","membranacea",1.001,"28","abundant"
"sp032","MR1400",0,"MR",1400,"hemi","ausente","membranacea",1.001,"29","abundant"
"sp032","PR1400",0,"PR",1400,"hemi","ausente","membranacea",1.001,"30","abundant"
"sp037","GR00",0,"GR",0,"ep","presente","coriacea",0.001,"1","abundant"
"sp037","MR00",0,"MR",0,"ep","presente","coriacea",0.001,"2","abundant"
"sp037","PR00",0,"PR",0,"ep","presente","coriacea",0.001,"3","abundant"
"sp037","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,"4","abundant"
"sp037","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,"5","abundant"
"sp037","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,"6","abundant"
"sp037","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,"7","abundant"
"sp037","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,"8","abundant"
"sp037","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,"9","abundant"
"sp037","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,"10","abundant"
"sp037","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,"11","abundant"
"sp037","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,"12","abundant"
"sp037","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,"13","abundant"
"sp037","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,"14","abundant"
"sp037","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,"15","abundant"
"sp037","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,"16","abundant"
"sp037","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,"17","abundant"
"sp037","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,"18","abundant"
"sp037","GR800",0,"GR",800,"ep","presente","coriacea",0.5724285714,"19","abundant"
"sp037","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,"20","abundant"
"sp037","PR800",0,"PR",800,"ep","presente","coriacea",0.5724285714,"21","abundant"
"sp037","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,"22","abundant"
"sp037","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,"23","abundant"
"sp037","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,"24","abundant"
"sp037","GR1200",50,"GR",1200,"ep","presente","coriacea",0.8581428571,"25","abundant"
"sp037","MR1200",3,"MR",1200,"ep","presente","coriacea",0.8581428571,"26","abundant"
"sp037","PR1200",166,"PR",1200,"ep","presente","coriacea",0.8581428571,"27","abundant"
"sp037","GR1400",110,"GR",1400,"ep","presente","coriacea",1.001,"28","abundant"
"sp037","MR1400",2,"MR",1400,"ep","presente","coriacea",1.001,"29","abundant"
"sp037","PR1400",71,"PR",1400,"ep","presente","coriacea",1.001,"30","abundant"
"sp044","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,"1","abundant"
"sp044","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,"2","abundant"
"sp044","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,"3","abundant"
"sp044","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,"4","abundant"
"sp044","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,"5","abundant"
"sp044","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,"6","abundant"
"sp044","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,"7","abundant"
"sp044","MR50",0,"MR",50,"ter","ausente","membranacea",0.0367142857,"8","abundant"
"sp044","PR50",3,"PR",50,"ter","ausente","membranacea",0.0367142857,"9","abundant"
"sp044","GR200",2,"GR",200,"ter","ausente","membranacea",0.1438571429,"10","abundant"
"sp044","MR200",1,"MR",200,"ter","ausente","membranacea",0.1438571429,"11","abundant"
"sp044","PR200",4,"PR",200,"ter","ausente","membranacea",0.1438571429,"12","abundant"
"sp044","GR400",10,"GR",400,"ter","ausente","membranacea",0.2867142857,"13","abundant"
"sp044","MR400",1,"MR",400,"ter","ausente","membranacea",0.2867142857,"14","abundant"
"sp044","PR400",9,"PR",400,"ter","ausente","membranacea",0.2867142857,"15","abundant"
"sp044","GR600",1,"GR",600,"ter","ausente","membranacea",0.4295714286,"16","abundant"
"sp044","MR600",4,"MR",600,"ter","ausente","membranacea",0.4295714286,"17","abundant"
"sp044","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,"18","abundant"
"sp044","GR800",15,"GR",800,"ter","ausente","membranacea",0.5724285714,"19","abundant"
"sp044","MR800",12,"MR",800,"ter","ausente","membranacea",0.5724285714,"20","abundant"
"sp044","PR800",1,"PR",800,"ter","ausente","membranacea",0.5724285714,"21","abundant"
"sp044","GR1000",7,"GR",1000,"ter","ausente","membranacea",0.7152857143,"22","abundant"
"sp044","MR1000",15,"MR",1000,"ter","ausente","membranacea",0.7152857143,"23","abundant"
"sp044","PR1000",14,"PR",1000,"ter","ausente","membranacea",0.7152857143,"24","abundant"
"sp044","GR1200",1,"GR",1200,"ter","ausente","membranacea",0.8581428571,"25","abundant"
"sp044","MR1200",3,"MR",1200,"ter","ausente","membranacea",0.8581428571,"26","abundant"
"sp044","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,"27","abundant"
"sp044","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,"28","abundant"
"sp044","MR1400",9,"MR",1400,"ter","ausente","membranacea",1.001,"29","abundant"
"sp044","PR1400",18,"PR",1400,"ter","ausente","membranacea",1.001,"30","abundant"
"sp062","GR00",0,"GR",0,"ep","presente","coriacea",0.001,"1","abundant"
"sp062","MR00",0,"MR",0,"ep","presente","coriacea",0.001,"2","abundant"
"sp062","PR00",0,"PR",0,"ep","presente","coriacea",0.001,"3","abundant"
"sp062","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,"4","abundant"
"sp062","MR010",5,"MR",10,"ep","presente","coriacea",0.0081428571,"5","abundant"
"sp062","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,"6","abundant"
"sp062","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,"7","abundant"
"sp062","MR50",54,"MR",50,"ep","presente","coriacea",0.0367142857,"8","abundant"
"sp062","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,"9","abundant"
"sp062","GR200",4,"GR",200,"ep","presente","coriacea",0.1438571429,"10","abundant"
"sp062","MR200",3,"MR",200,"ep","presente","coriacea",0.1438571429,"11","abundant"
"sp062","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,"12","abundant"
"sp062","GR400",9,"GR",400,"ep","presente","coriacea",0.2867142857,"13","abundant"
"sp062","MR400",9,"MR",400,"ep","presente","coriacea",0.2867142857,"14","abundant"
"sp062","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,"15","abundant"
"sp062","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,"16","abundant"
"sp062","MR600",2,"MR",600,"ep","presente","coriacea",0.4295714286,"17","abundant"
"sp062","PR600",15,"PR",600,"ep","presente","coriacea",0.4295714286,"18","abundant"
"sp062","GR800",13,"GR",800,"ep","presente","coriacea",0.5724285714,"19","abundant"
"sp062","MR800",4,"MR",800,"ep","presente","coriacea",0.5724285714,"20","abundant"
"sp062","PR800",1,"PR",800,"ep","presente","coriacea",0.5724285714,"21","abundant"
"sp062","GR1000",8,"GR",1000,"ep","presente","coriacea",0.7152857143,"22","abundant"
"sp062","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,"23","abundant"
"sp062","PR1000",4,"PR",1000,"ep","presente","coriacea",0.7152857143,"24","abundant"
"sp062","GR1200",0,"GR",1200,"ep","presente","coriacea",0.8581428571,"25","abundant"
"sp062","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,"26","abundant"
"sp062","PR1200",1,"PR",1200,"ep","presente","coriacea",0.8581428571,"27","abundant"
"sp062","GR1400",0,"GR",1400,"ep","presente","coriacea",1.001,"28","abundant"
"sp062","MR1400",0,"MR",1400,"ep","presente","coriacea",1.001,"29","abundant"
"sp062","PR1400",1,"PR",1400,"ep","presente","coriacea",1.001,"30","abundant"
"sp065","GR00",0,"GR",0,"ep","presente","coriacea",0.001,"1","abundant"
"sp065","MR00",0,"MR",0,"ep","presente","coriacea",0.001,"2","abundant"
"sp065","PR00",0,"PR",0,"ep","presente","coriacea",0.001,"3","abundant"
"sp065","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,"4","abundant"
"sp065","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,"5","abundant"
"sp065","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,"6","abundant"
"sp065","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,"7","abundant"
"sp065","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,"8","abundant"
"sp065","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,"9","abundant"
"sp065","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,"10","abundant"
"sp065","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,"11","abundant"
"sp065","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,"12","abundant"
"sp065","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,"13","abundant"
"sp065","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,"14","abundant"
"sp065","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,"15","abundant"
"sp065","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,"16","abundant"
"sp065","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,"17","abundant"
"sp065","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,"18","abundant"
"sp065","GR800",0,"GR",800,"ep","presente","coriacea",0.5724285714,"19","abundant"
"sp065","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,"20","abundant"
"sp065","PR800",2,"PR",800,"ep","presente","coriacea",0.5724285714,"21","abundant"
"sp065","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,"22","abundant"
"sp065","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,"23","abundant"
"sp065","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,"24","abundant"
"sp065","GR1200",66,"GR",1200,"ep","presente","coriacea",0.8581428571,"25","abundant"
"sp065","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,"26","abundant"
"sp065","PR1200",258,"PR",1200,"ep","presente","coriacea",0.8581428571,"27","abundant"
"sp065","GR1400",35,"GR",1400,"ep","presente","coriacea",1.001,"28","abundant"
"sp065","MR1400",45,"MR",1400,"ep","presente","coriacea",1.001,"29","abundant"
"sp065","PR1400",47,"PR",1400,"ep","presente","coriacea",1.001,"30","abundant"
"sp066","GR00",0,"GR",0,"ep","presente","coriacea",0.001,"1","abundant"
"sp066","MR00",0,"MR",0,"ep","presente","coriacea",0.001,"2","abundant"
"sp066","PR00",0,"PR",0,"ep","presente","coriacea",0.001,"3","abundant"
"sp066","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,"4","abundant"
"sp066","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,"5","abundant"
"sp066","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,"6","abundant"
"sp066","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,"7","abundant"
"sp066","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,"8","abundant"
"sp066","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,"9","abundant"
