"spp","area_code","abundance","region","altitude","life_form","indumentum","thickness","grad","site","ab.rare"
"sp002","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,"28","rare"
"sp002","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,"29","rare"
"sp002","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,"30","rare"
"sp003","GR00",0,"GR",0,"ter","presente","coriacea",0.001,"1","rare"
"sp003","MR00",0,"MR",0,"ter","presente","coriacea",0.001,"2","rare"
"sp003","PR00",0,"PR",0,"ter","presente","coriacea",0.001,"3","rare"
"sp003","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,"4","rare"
"sp003","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,"5","rare"
"sp003","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,"6","rare"
"sp003","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,"7","rare"
"sp003","MR50",16,"MR",50,"ter","presente","coriacea",0.0367142857,"8","rare"
"sp003","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,"9","rare"
"sp003","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,"10","rare"
"sp003","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,"11","rare"
"sp003","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,"12","rare"
"sp003","GR400",4,"GR",400,"ter","presente","coriacea",0.2867142857,"13","rare"
"sp003","MR400",10,"MR",400,"ter","presente","coriacea",0.2867142857,"14","rare"
"sp003","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,"15","rare"
"sp003","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,"16","rare"
"sp003","MR600",1,"MR",600,"ter","presente","coriacea",0.4295714286,"17","rare"
"sp003","PR600",2,"PR",600,"ter","presente","coriacea",0.4295714286,"18","rare"
"sp003","GR800",48,"GR",800,"ter","presente","coriacea",0.5724285714,"19","rare"
"sp003","MR800",1,"MR",800,"ter","presente","coriacea",0.5724285714,"20","rare"
"sp003","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,"21","rare"
"sp003","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,"22","rare"
"sp003","MR1000",3,"MR",1000,"ter","presente","coriacea",0.7152857143,"23","rare"
"sp003","PR1000",1,"PR",1000,"ter","presente","coriacea",0.7152857143,"24","rare"
"sp003","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,"25","rare"
"sp003","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,"26","rare"
"sp003","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,"27","rare"
"sp003","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,"28","rare"
"sp003","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,"29","rare"
"sp003","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,"30","rare"
"sp004","GR00",0,"GR",0,"ter","presente","coriacea",0.001,"1","rare"
"sp004","MR00",0,"MR",0,"ter","presente","coriacea",0.001,"2","rare"
"sp004","PR00",0,"PR",0,"ter","presente","coriacea",0.001,"3","rare"
"sp004","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,"4","rare"
"sp004","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,"5","rare"
"sp004","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,"6","rare"
"sp004","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,"7","rare"
"sp004","MR50",1,"MR",50,"ter","presente","coriacea",0.0367142857,"8","rare"
"sp004","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,"9","rare"
"sp004","GR200",22,"GR",200,"ter","presente","coriacea",0.1438571429,"10","rare"
"sp004","MR200",13,"MR",200,"ter","presente","coriacea",0.1438571429,"11","rare"
"sp004","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,"12","rare"
"sp004","GR400",17,"GR",400,"ter","presente","coriacea",0.2867142857,"13","rare"
"sp004","MR400",7,"MR",400,"ter","presente","coriacea",0.2867142857,"14","rare"
"sp004","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,"15","rare"
"sp004","GR600",22,"GR",600,"ter","presente","coriacea",0.4295714286,"16","rare"
"sp004","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,"17","rare"
"sp004","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,"18","rare"
"sp004","GR800",2,"GR",800,"ter","presente","coriacea",0.5724285714,"19","rare"
"sp004","MR800",6,"MR",800,"ter","presente","coriacea",0.5724285714,"20","rare"
"sp004","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,"21","rare"
"sp004","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,"22","rare"
"sp004","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,"23","rare"
"sp004","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,"24","rare"
"sp004","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,"25","rare"
"sp004","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,"26","rare"
"sp004","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,"27","rare"
"sp004","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,"28","rare"
"sp004","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,"29","rare"
"sp004","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,"30","rare"
"sp005","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,"1","rare"
"sp005","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,"2","rare"
"sp005","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,"3","rare"
"sp005","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,"4","rare"
"sp005","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,"5","rare"
"sp005","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,"6","rare"
"sp005","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,"7","rare"
"sp005","MR50",3,"MR",50,"ter","ausente","membranacea",0.0367142857,"8","rare"
"sp005","PR50",1,"PR",50,"ter","ausente","membranacea",0.0367142857,"9","rare"
"sp005","GR200",0,"GR",200,"ter","ausente","membranacea",0.1438571429,"10","rare"
"sp005","MR200",0,"MR",200,"ter","ausente","membranacea",0.1438571429,"11","rare"
"sp005","PR200",0,"PR",200,"ter","ausente","membranacea",0.1438571429,"12","rare"
"sp005","GR400",0,"GR",400,"ter","ausente","membranacea",0.2867142857,"13","rare"
"sp005","MR400",0,"MR",400,"ter","ausente","membranacea",0.2867142857,"14","rare"
"sp005","PR400",0,"PR",400,"ter","ausente","membranacea",0.2867142857,"15","rare"
"sp005","GR600",0,"GR",600,"ter","ausente","membranacea",0.4295714286,"16","rare"
"sp005","MR600",0,"MR",600,"ter","ausente","membranacea",0.4295714286,"17","rare"
"sp005","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,"18","rare"
"sp005","GR800",0,"GR",800,"ter","ausente","membranacea",0.5724285714,"19","rare"
"sp005","MR800",11,"MR",800,"ter","ausente","membranacea",0.5724285714,"20","rare"
"sp005","PR800",0,"PR",800,"ter","ausente","membranacea",0.5724285714,"21","rare"
"sp005","GR1000",0,"GR",1000,"ter","ausente","membranacea",0.7152857143,"22","rare"
"sp005","MR1000",0,"MR",1000,"ter","ausente","membranacea",0.7152857143,"23","rare"
"sp005","PR1000",64,"PR",1000,"ter","ausente","membranacea",0.7152857143,"24","rare"
"sp005","GR1200",0,"GR",1200,"ter","ausente","membranacea",0.8581428571,"25","rare"
"sp005","MR1200",0,"MR",1200,"ter","ausente","membranacea",0.8581428571,"26","rare"
"sp005","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,"27","rare"
"sp005","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,"28","rare"
"sp005","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,"29","rare"
"sp005","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,"30","rare"
"sp006","GR00",0,"GR",0,"ep","ausente","coriacea",0.001,"1","rare"
"sp006","MR00",0,"MR",0,"ep","ausente","coriacea",0.001,"2","rare"
"sp006","PR00",0,"PR",0,"ep","ausente","coriacea",0.001,"3","rare"
"sp006","GR010",0,"GR",10,"ep","ausente","coriacea",0.0081428571,"4","rare"
"sp006","MR010",0,"MR",10,"ep","ausente","coriacea",0.0081428571,"5","rare"
"sp006","PR010",0,"PR",10,"ep","ausente","coriacea",0.0081428571,"6","rare"
"sp006","GR50",28,"GR",50,"ep","ausente","coriacea",0.0367142857,"7","rare"
"sp006","MR50",0,"MR",50,"ep","ausente","coriacea",0.0367142857,"8","rare"
"sp006","PR50",18,"PR",50,"ep","ausente","coriacea",0.0367142857,"9","rare"
"sp006","GR200",0,"GR",200,"ep","ausente","coriacea",0.1438571429,"10","rare"
"sp006","MR200",0,"MR",200,"ep","ausente","coriacea",0.1438571429,"11","rare"
"sp006","PR200",0,"PR",200,"ep","ausente","coriacea",0.1438571429,"12","rare"
"sp006","GR400",0,"GR",400,"ep","ausente","coriacea",0.2867142857,"13","rare"
"sp006","MR400",0,"MR",400,"ep","ausente","coriacea",0.2867142857,"14","rare"
"sp006","PR400",0,"PR",400,"ep","ausente","coriacea",0.2867142857,"15","rare"
"sp006","GR600",0,"GR",600,"ep","ausente","coriacea",0.4295714286,"16","rare"
"sp006","MR600",0,"MR",600,"ep","ausente","coriacea",0.4295714286,"17","rare"
"sp006","PR600",0,"PR",600,"ep","ausente","coriacea",0.4295714286,"18","rare"
"sp006","GR800",0,"GR",800,"ep","ausente","coriacea",0.5724285714,"19","rare"
"sp006","MR800",0,"MR",800,"ep","ausente","coriacea",0.5724285714,"20","rare"
"sp006","PR800",0,"PR",800,"ep","ausente","coriacea",0.5724285714,"21","rare"
"sp006","GR1000",0,"GR",1000,"ep","ausente","coriacea",0.7152857143,"22","rare"
"sp006","MR1000",0,"MR",1000,"ep","ausente","coriacea",0.7152857143,"23","rare"
"sp006","PR1000",0,"PR",1000,"ep","ausente","coriacea",0.7152857143,"24","rare"
"sp006","GR1200",0,"GR",1200,"ep","ausente","coriacea",0.8581428571,"25","rare"
"sp006","MR1200",0,"MR",1200,"ep","ausente","coriacea",0.8581428571,"26","rare"
"sp006","PR1200",0,"PR",1200,"ep","ausente","coriacea",0.8581428571,"27","rare"
"sp006","GR1400",0,"GR",1400,"ep","ausente","coriacea",1.001,"28","rare"
"sp006","MR1400",0,"MR",1400,"ep","ausente","coriacea",1.001,"29","rare"
"sp006","PR1400",0,"PR",1400,"ep","ausente","coriacea",1.001,"30","rare"
"sp007","GR00",0,"GR",0,"ter","presente","coriacea",0.001,"1","rare"
"sp007","MR00",0,"MR",0,"ter","presente","coriacea",0.001,"2","rare"
"sp007","PR00",0,"PR",0,"ter","presente","coriacea",0.001,"3","rare"
"sp007","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,"4","rare"
"sp007","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,"5","rare"
"sp007","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,"6","rare"
"sp007","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,"7","rare"
"sp007","MR50",0,"MR",50,"ter","presente","coriacea",0.0367142857,"8","rare"
"sp007","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,"9","rare"
"sp007","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,"10","rare"
"sp007","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,"11","rare"
"sp007","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,"12","rare"
"sp007","GR400",0,"GR",400,"ter","presente","coriacea",0.2867142857,"13","rare"
"sp007","MR400",0,"MR",400,"ter","presente","coriacea",0.2867142857,"14","rare"
"sp007","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,"15","rare"
"sp007","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,"16","rare"
"sp007","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,"17","rare"
"sp007","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,"18","rare"
"sp007","GR800",0,"GR",800,"ter","presente","coriacea",0.5724285714,"19","rare"
"sp007","MR800",0,"MR",800,"ter","presente","coriacea",0.5724285714,"20","rare"
"sp007","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,"21","rare"
"sp007","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,"22","rare"
"sp007","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,"23","rare"
"sp007","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,"24","rare"
"sp007","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,"25","rare"
"sp007","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,"26","rare"
"sp007","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,"27","rare"
"sp007","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,"28","rare"
"sp007","MR1400",2,"MR",1400,"ter","presente","coriacea",1.001,"29","rare"
"sp007","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,"30","rare"
"sp008","GR00",0,"GR",0,"ep","presente","coriacea",0.001,"1","rare"
"sp008","MR00",0,"MR",0,"ep","presente","coriacea",0.001,"2","rare"
"sp008","PR00",0,"PR",0,"ep","presente","coriacea",0.001,"3","rare"
"sp008","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,"4","rare"
"sp008","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,"5","rare"
"sp008","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,"6","rare"
"sp008","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,"7","rare"
"sp008","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,"8","rare"
"sp008","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,"9","rare"
"sp008","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,"10","rare"
"sp008","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,"11","rare"
"sp008","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,"12","rare"
"sp008","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,"13","rare"
"sp008","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,"14","rare"
"sp008","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,"15","rare"
"sp008","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,"16","rare"
"sp008","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,"17","rare"
"sp008","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,"18","rare"
"sp008","GR800",3,"GR",800,"ep","presente","coriacea",0.5724285714,"19","rare"
"sp008","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,"20","rare"
"sp008","PR800",0,"PR",800,"ep","presente","coriacea",0.5724285714,"21","rare"
"sp008","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,"22","rare"
"sp008","MR1000",13,"MR",1000,"ep","presente","coriacea",0.7152857143,"23","rare"
"sp008","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,"24","rare"
"sp008","GR1200",0,"GR",1200,"ep","presente","coriacea",0.8581428571,"25","rare"
"sp008","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,"26","rare"
"sp008","PR1200",0,"PR",1200,"ep","presente","coriacea",0.8581428571,"27","rare"
"sp008","GR1400",0,"GR",1400,"ep","presente","coriacea",1.001,"28","rare"
"sp008","MR1400",0,"MR",1400,"ep","presente","coriacea",1.001,"29","rare"
"sp008","PR1400",0,"PR",1400,"ep","presente","coriacea",1.001,"30","rare"
"sp009","GR00",0,"GR",0,"ter","presente","coriacea",0.001,"1","rare"
"sp009","MR00",0,"MR",0,"ter","presente","coriacea",0.001,"2","rare"
"sp009","PR00",0,"PR",0,"ter","presente","coriacea",0.001,"3","rare"
"sp009","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,"4","rare"
"sp009","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,"5","rare"
"sp009","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,"6","rare"
"sp009","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,"7","rare"
"sp009","MR50",0,"MR",50,"ter","presente","coriacea",0.0367142857,"8","rare"
"sp009","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,"9","rare"
"sp009","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,"10","rare"
"sp009","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,"11","rare"
"sp009","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,"12","rare"
"sp009","GR400",0,"GR",400,"ter","presente","coriacea",0.2867142857,"13","rare"
"sp009","MR400",0,"MR",400,"ter","presente","coriacea",0.2867142857,"14","rare"
"sp009","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,"15","rare"
"sp009","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,"16","rare"
"sp009","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,"17","rare"
"sp009","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,"18","rare"
"sp009","GR800",0,"GR",800,"ter","presente","coriacea",0.5724285714,"19","rare"
"sp009","MR800",3,"MR",800,"ter","presente","coriacea",0.5724285714,"20","rare"
"sp009","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,"21","rare"
"sp009","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,"22","rare"
"sp009","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,"23","rare"
"sp009","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,"24","rare"
"sp009","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,"25","rare"
"sp009","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,"26","rare"
"sp009","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,"27","rare"
"sp009","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,"28","rare"
"sp009","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,"29","rare"
"sp009","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,"30","rare"
"sp010","GR00",0,"GR",0,"ep","ausente","membranacea",0.001,"1","rare"
"sp010","MR00",0,"MR",0,"ep","ausente","membranacea",0.001,"2","rare"
"sp010","PR00",0,"PR",0,"ep","ausente","membranacea",0.001,"3","rare"
"sp010","GR010",0,"GR",10,"ep","ausente","membranacea",0.0081428571,"4","rare"
"sp010","MR010",0,"MR",10,"ep","ausente","membranacea",0.0081428571,"5","rare"
"sp010","PR010",0,"PR",10,"ep","ausente","membranacea",0.0081428571,"6","rare"
"sp010","GR50",0,"GR",50,"ep","ausente","membranacea",0.0367142857,"7","rare"
"sp010","MR50",0,"MR",50,"ep","ausente","membranacea",0.0367142857,"8","rare"
"sp010","PR50",0,"PR",50,"ep","ausente","membranacea",0.0367142857,"9","rare"
"sp010","GR200",0,"GR",200,"ep","ausente","membranacea",0.1438571429,"10","rare"
"sp010","MR200",0,"MR",200,"ep","ausente","membranacea",0.1438571429,"11","rare"
"sp010","PR200",0,"PR",200,"ep","ausente","membranacea",0.1438571429,"12","rare"
"sp010","GR400",1,"GR",400,"ep","ausente","membranacea",0.2867142857,"13","rare"
"sp010","MR400",0,"MR",400,"ep","ausente","membranacea",0.2867142857,"14","rare"
"sp010","PR400",0,"PR",400,"ep","ausente","membranacea",0.2867142857,"15","rare"
"sp010","GR600",0,"GR",600,"ep","ausente","membranacea",0.4295714286,"16","rare"
"sp010","MR600",0,"MR",600,"ep","ausente","membranacea",0.4295714286,"17","rare"
"sp010","PR600",0,"PR",600,"ep","ausente","membranacea",0.4295714286,"18","rare"
"sp010","GR800",19,"GR",800,"ep","ausente","membranacea",0.5724285714,"19","rare"
"sp010","MR800",0,"MR",800,"ep","ausente","membranacea",0.5724285714,"20","rare"
"sp010","PR800",0,"PR",800,"ep","ausente","membranacea",0.5724285714,"21","rare"
"sp010","GR1000",0,"GR",1000,"ep","ausente","membranacea",0.7152857143,"22","rare"
"sp010","MR1000",3,"MR",1000,"ep","ausente","membranacea",0.7152857143,"23","rare"
"sp010","PR1000",0,"PR",1000,"ep","ausente","membranacea",0.7152857143,"24","rare"
"sp010","GR1200",0,"GR",1200,"ep","ausente","membranacea",0.8581428571,"25","rare"
"sp010","MR1200",0,"MR",1200,"ep","ausente","membranacea",0.8581428571,"26","rare"
"sp010","PR1200",0,"PR",1200,"ep","ausente","membranacea",0.8581428571,"27","rare"
"sp010","GR1400",0,"GR",1400,"ep","ausente","membranacea",1.001,"28","rare"
"sp010","MR1400",0,"MR",1400,"ep","ausente","membranacea",1.001,"29","rare"
"sp010","PR1400",0,"PR",1400,"ep","ausente","membranacea",1.001,"30","rare"
"sp011","GR00",0,"GR",0,"ep","ausente","coriacea",0.001,"1","rare"
"sp011","MR00",0,"MR",0,"ep","ausente","coriacea",0.001,"2","rare"
"sp011","PR00",0,"PR",0,"ep","ausente","coriacea",0.001,"3","rare"
"sp011","GR010",0,"GR",10,"ep","ausente","coriacea",0.0081428571,"4","rare"
"sp011","MR010",0,"MR",10,"ep","ausente","coriacea",0.0081428571,"5","rare"
"sp011","PR010",0,"PR",10,"ep","ausente","coriacea",0.0081428571,"6","rare"
"sp011","GR50",0,"GR",50,"ep","ausente","coriacea",0.0367142857,"7","rare"
"sp011","MR50",0,"MR",50,"ep","ausente","coriacea",0.0367142857,"8","rare"
"sp011","PR50",0,"PR",50,"ep","ausente","coriacea",0.0367142857,"9","rare"
"sp011","GR200",0,"GR",200,"ep","ausente","coriacea",0.1438571429,"10","rare"
"sp011","MR200",0,"MR",200,"ep","ausente","coriacea",0.1438571429,"11","rare"
"sp011","PR200",0,"PR",200,"ep","ausente","coriacea",0.1438571429,"12","rare"
"sp011","GR400",0,"GR",400,"ep","ausente","coriacea",0.2867142857,"13","rare"
"sp011","MR400",0,"MR",400,"ep","ausente","coriacea",0.2867142857,"14","rare"
"sp011","PR400",0,"PR",400,"ep","ausente","coriacea",0.2867142857,"15","rare"
"sp011","GR600",0,"GR",600,"ep","ausente","coriacea",0.4295714286,"16","rare"
"sp011","MR600",0,"MR",600,"ep","ausente","coriacea",0.4295714286,"17","rare"
"sp011","PR600",0,"PR",600,"ep","ausente","coriacea",0.4295714286,"18","rare"
"sp011","GR800",0,"GR",800,"ep","ausente","coriacea",0.5724285714,"19","rare"
